OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,SOURCE_REPORTING_UNIT,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
3825,b'\x00\x01\xad\x10\x00\x00$\x14\xca\xde\x8c$^\xc0X;\xb9b\xe3xC@$\x14\xca\xde\x8c$^\xc0X;\xb9b\xe3xC@|\x01\x00\x00\x00$\x14\xca\xde\x8c$^\xc0X;\xb9b\xe3xC@\xfe',3844,FS-1426730,FED,FS-FIRESTAT,FS,USCAENF,503,43,012,B7NX,DEVIL,,,,,,2005,10/1/2005,274,1035.0,Human,Firearms and explosives use,,10/1/2005,274.0,1238.0,0.3,B,38.94444444,-120.57111111,USFS,CA,,,
3882,b'\x00\x01\xad\x10\x00\x00\xf4\x1c0\xc6b\x11^\xc0\x18&\x00*UEC@\xf4\x1c0\xc6b\x11^\xc0\x18&\x00*UEC@|\x01\x00\x00\x00\xf4\x1c0\xc6b\x11^\xc0\x18&\x00*UEC@\xfe',3901,FS-1426829,FED,FS-FIRESTAT,FS,USCAENF,503,44,13,BE0D,BEAR #3,,,,,,2005,9/21/2005,264,700.0,Natural,Natural,,9/21/2005,264.0,1100.0,0.1,A,38.54166667,-120.27166667,USFS,CA,,,
3887,b'\x00\x01\xad\x10\x00\x00\xa4\xd6\xe9\xaaz\x0c^\xc0\xa0\xf2R\x98\xd4EC@\xa4\xd6\xe9\xaaz\x0c^\xc0\xa0\xf2R\x98\xd4EC@|\x01\x00\x00\x00\xa4\xd6\xe9\xaaz\x0c^\xc0\xa0\xf2R\x98\xd4EC@\xfe',3906,FS-1426836,FED,FS-FIRESTAT,FS,USCAENF,503,45,15,B7SV,TANGLE,,,,,,2005,10/9/2005,282,1000.0,Human,Recreation and ceremony,,10/9/2005,282.0,1115.0,0.1,A,38.54555556,-120.195,USFS,CA,,,
5308,"b'\x00\x01\xad\x10\x00\x00\xfc;h\x97\xab\x19^\xc0\xf0\xbf\x13""<KC@\xfc;h\x97\xab\x19^\xc0\xf0\xbf\x13""<KC@|\x01\x00\x00\x00\xfc;h\x97\xab\x19^\xc0\xf0\xbf\x13""<KC@\xfe'",5333,FS-1429150,FED,FS-FIRESTAT,FS,USCAENF,503,51,12,B9BV,MOUNTAIN,,,,,,2005,11/20/2005,324,1000.0,Human,Debris and open burning,,11/21/2005,325.0,1545.0,40.0,C,38.58777778,-120.40111111,USFS,CA,,,
5351,"b'\x00\x01\xad\x10\x00\x00(\xd1},\xc9\x13^\xc00I\xa1\xa3\x8aVC@(\xd1},\xc9\x13^\xc00I\xa1\xa3\x8aVC@|\x01\x00\x00\x00(\xd1},\xc9\x13^\xc00I\xa1\xa3\x8aVC@\xfe'",5376,FS-1429240,FED,FS-FIRESTAT,FS,USCAENF,503,53,14,B9DN,ALDER,,,,,,2005,11/23/2005,327,1330.0,Human,Arson/incendiarism,,11/23/2005,327.0,1400.0,0.1,A,38.67611111,-120.30916667,USFS,CA,,,
5481,b'\x00\x01\xad\x10\x00\x00\x00\x7f\x1c\xc0\x07)^\xc0\xc0\xeab\x1c\xe1bC@\x00\x7f\x1c\xc0\x07)^\xc0\xc0\xeab\x1c\xe1bC@|\x01\x00\x00\x00\x00\x7f\x1c\xc0\x07)^\xc0\xc0\xeab\x1c\xe1bC@\xfe',5507,FS-1429464,FED,FS-FIRESTAT,FS,USCAENF,503,17,03,B3XM,CABLE,,,,,,2005,8/11/2005,223,619.0,Human,Missing data/not specified/undetermined,,8/11/2005,223.0,1200.0,0.24,A,38.7725,-120.64111111,MISSING/NOT SPECIFIED,CA,,,
5987,b'\x00\x01\xad\x10\x00\x00t~W\xf2[\x1f^\xc0\x10v\xf0\xa4iSC@t~W\xf2[\x1f^\xc0\x10v\xf0\xa4iSC@|\x01\x00\x00\x00t~W\xf2[\x1f^\xc0\x10v\xf0\xa4iSC@\xfe',6016,FS-1430245,FED,FS-FIRESTAT,FS,USCAENF,503,37,7,B6DH,CAPPS,,,,,,2005,9/11/2005,254,700.0,Human,Recreation and ceremony,,9/11/2005,254.0,1800.0,2.0,B,38.65166667,-120.49,USFS,CA,,,
5992,b'\x00\x01\xad\x10\x00\x00\x9cF\xc2\rD\x1c^\xc08D$\x96\x16DC@\x9cF\xc2\rD\x1c^\xc08D$\x96\x16DC@|\x01\x00\x00\x00\x9cF\xc2\rD\x1c^\xc08D$\x96\x16DC@\xfe',6022,FS-1430253,FED,FS-FIRESTAT,FS,USCAENF,503,1,1,BLF4,OMO,,,,,,2005,3/13/2005,72,1350.0,Human,Arson/incendiarism,,3/13/2005,72.0,1513.0,0.1,A,38.53194444,-120.44166667,STATE OR PRIVATE,CA,,,
5994,b'\x00\x01\xad\x10\x00\x00\x00\xe9\x93\xc3\xa4\x17^\xc0H J`%\x7fC@\x00\xe9\x93\xc3\xa4\x17^\xc0H J`%\x7fC@|\x01\x00\x00\x00\x00\xe9\x93\xc3\xa4\x17^\xc0H J`%\x7fC@\xfe',6024,FS-1430257,FED,FS-FIRESTAT,FS,USCAENF,503,50,10,B9AG,FRANCIS,,,,,,2005,11/17/2005,321,1400.0,Human,Debris and open burning,,11/18/2005,322.0,1600.0,1.6,B,38.99333333,-120.36944444,STATE OR PRIVATE,CA,,,
6000,b'\x00\x01\xad\x10\x00\x00\xd0\xfcs\xc9\xff\x1f^\xc0\x18\xc1\xd0\xd4\xff?C@\xd0\xfcs\xc9\xff\x1f^\xc0\x18\xc1\xd0\xd4\xff?C@|\x01\x00\x00\x00\xd0\xfcs\xc9\xff\x1f^\xc0\x18\xc1\xd0\xd4\xff?C@\xfe',6030,FS-1430268,FED,FS-FIRESTAT,FS,USCAENF,503,34,10,B51F,DEW,,,,,,2005,9/6/2005,249,1800.0,Human,Recreation and ceremony,,9/6/2005,249.0,1900.0,0.1,A,38.5,-120.5,MISSING/NOT SPECIFIED,CA,,,
6002,"b'\x00\x01\xad\x10\x00\x00\x9c\'\x8f\x88X""^\xc0\x88\xc4<LwGC@\x9c\'\x8f\x88X""^\xc0\x88\xc4<LwGC@|\x01\x00\x00\x00\x9c\'\x8f\x88X""^\xc0\x88\xc4<LwGC@\xfe'",6032,FS-1430273,FED,FS-FIRESTAT,FS,USCAENF,503,46,14,B7XB,SOPIAGO,,,,,,2005,9/28/2005,271,1100.0,Natural,Natural,,9/28/2005,271.0,1230.0,0.1,A,38.55833333,-120.53666667,MISSING/NOT SPECIFIED,CA,,,
6004,b'\x00\x01\xad\x10\x00\x00\xecj\xbc\xeb!\x16^\xc0\x88\xf3\xfdb\xe30C@\xecj\xbc\xeb!\x16^\xc0\x88\xf3\xfdb\xe30C@|\x01\x00\x00\x00\xecj\xbc\xeb!\x16^\xc0\x88\xf3\xfdb\xe30C@\xfe',6034,FS-1430278,FED,FS-FIRESTAT,FS,USCAENF,503,49,16,B88U,MUD,,,,,,2005,11/15/2005,319,1540.0,Human,Debris and open burning,,11/15/2005,319.0,1700.0,0.1,A,38.38194444,-120.34583333,USFS,CA,,,
6007,b'\x00\x01\xad\x10\x00\x00\x8c\xc5\xa8\xfe\xf0$^\xc0\x18\xccJ\xf3\x84sC@\x8c\xc5\xa8\xfe\xf0$^\xc0\x18\xccJ\xf3\x84sC@|\x01\x00\x00\x00\x8c\xc5\xa8\xfe\xf0$^\xc0\x18\xccJ\xf3\x84sC@\xfe',6037,FS-1430281,FED,FS-FIRESTAT,FS,USCAENF,503,48,13,385Y,BLACK,,,,,,2005,11/13/2005,317,957.0,Human,Recreation and ceremony,,11/13/2005,317.0,1100.0,0.1,A,38.9025,-120.57722222,USFS,CA,,,
10565,b'\x00\x01\xad\x10\x00\x00lY\x90\xf6\xd7.^\xc0@\xb1P\x03\xb7wC@lY\x90\xf6\xd7.^\xc0@\xb1P\x03\xb7wC@|\x01\x00\x00\x00lY\x90\xf6\xd7.^\xc0@\xb1P\x03\xb7wC@\xfe',10614,FS-1438114,FED,FS-FIRESTAT,FS,USCAENF,503,1,001,CK5L,CHIQUITA,,,,,,2006,5/15/2006,135,1247.0,Human,Debris and open burning,,5/15/2006,135.0,2000.0,2.4,B,38.93527778,-120.73194444,STATE OR PRIVATE,CA,17.0,6017.0,El Dorado County
10574,"b""\x00\x01\xad\x10\x00\x00\xf8\x87-=\xda,^\xc0\xf0\xe5'\n\xf1lC@\xf8\x87-=\xda,^\xc0\xf0\xe5'\n\xf1lC@|\x01\x00\x00\x00\xf8\x87-=\xda,^\xc0\xf0\xe5'\n\xf1lC@\xfe""",10623,FS-1438126,FED,FS-FIRESTAT,FS,USCAENF,503,2,002,B6UN,ROCK,,,,,,2006,5/18/2006,138,500.0,Natural,Natural,,5/18/2006,138.0,1700.0,6.5,B,38.85111111,-120.70083333,USFS,CA,17.0,6017.0,El Dorado County
10579,b'\x00\x01\xad\x10\x00\x00\x88\x00\x8e\xda\x10\x11^\xc0`\xbe7\xebkaC@\x88\x00\x8e\xda\x10\x11^\xc0`\xbe7\xebkaC@|\x01\x00\x00\x00\x88\x00\x8e\xda\x10\x11^\xc0`\xbe7\xebkaC@\xfe',10628,FS-1438133,FED,FS-FIRESTAT,FS,USCAENF,503,4,001,B6UN,EAGLE,,,,,,2006,5/18/2006,138,1112.0,Natural,Natural,,5/18/2006,138.0,1230.0,2.0,B,38.76111111,-120.26666667,USFS,CA,17.0,6017.0,El Dorado County
10582,b'\x00\x01\xad\x10\x00\x008\xf4\xe5\x1eU\r^\xc0P\xe2\xae\xf6!RC@8\xf4\xe5\x1eU\r^\xc0P\xe2\xae\xf6!RC@|\x01\x00\x00\x008\xf4\xe5\x1eU\r^\xc0P\xe2\xae\xf6!RC@\xfe',10631,FS-1438137,FED,FS-FIRESTAT,FS,USCAENF,503,5,001,B6UN,MAIDEN,,,,,,2006,5/31/2006,151,1300.0,Natural,Natural,,6/1/2006,152.0,1700.0,0.1,A,38.64166667,-120.20833333,USFS,CA,5.0,6005.0,Amador County
10588,b'\x00\x01\xad\x10\x00\x00`\xfd\xcf\xfc2\x0f^\xc0 \x9d\xf1R\xb1DC@`\xfd\xcf\xfc2\x0f^\xc0 \x9d\xf1R\xb1DC@|\x01\x00\x00\x00`\xfd\xcf\xfc2\x0f^\xc0 \x9d\xf1R\xb1DC@\xfe',10637,FS-1438143,FED,FS-FIRESTAT,FS,USCAENF,503,6,002,CNE8,BEAR,,,,,,2006,6/3/2006,154,1100.0,Human,Missing data/not specified/undetermined,,6/3/2006,154.0,1600.0,0.1,A,38.53666667,-120.2375,USFS,CA,5.0,6005.0,Amador County
10591,b'\x00\x01\xad\x10\x00\x004SL\x9e\xe5\x16^\xc0\x10D\xe7\xe6\xefEC@4SL\x9e\xe5\x16^\xc0\x10D\xe7\xe6\xefEC@|\x01\x00\x00\x004SL\x9e\xe5\x16^\xc0\x10D\xe7\xe6\xefEC@\xfe',10640,FS-1438146,FED,FS-FIRESTAT,FS,USCAENF,503,7,003,CNF3,SAND,,,,,,2006,6/3/2006,154,1440.0,Human,Recreation and ceremony,,6/3/2006,154.0,1500.0,0.1,A,38.54638889,-120.35777778,USFS,CA,5.0,6005.0,Amador County
11952,b'\x00\x01\xad\x10\x00\x00XW\xee\xcd{\x1b^\xc0\xa8\x88C\x0b\xd0YC@XW\xee\xcd{\x1b^\xc0\xa8\x88C\x0b\xd0YC@|\x01\x00\x00\x00XW\xee\xcd{\x1b^\xc0\xa8\x88C\x0b\xd0YC@\xfe',12006,FS-1440020,FED,FS-FIRESTAT,FS,USCAENF,503,48,15,C5UF,IRON 2 FIRE,,,,,,2006,8/29/2006,241,1505.0,Human,Arson/incendiarism,,8/29/2006,241.0,1845.0,2.0,B,38.70166667,-120.42944444,USFS,CA,17.0,6017.0,El Dorado County
11956,b'\x00\x01\xad\x10\x00\x00\xd0\x86p\x8a\x164^\xc0\xa8\x05\xc5\x82GyC@\xd0\x86p\x8a\x164^\xc0\xa8\x05\xc5\x82GyC@|\x01\x00\x00\x00\xd0\x86p\x8a\x164^\xc0\xa8\x05\xc5\x82GyC@\xfe',12010,FS-1440031,FED,FS-FIRESTAT,FS,USCAENF,503,8,003,CP2Q,BOTTLE,,,,,,2006,6/11/2006,162,1430.0,Human,Debris and open burning,,6/11/2006,162.0,1613.0,0.1,A,38.9475,-120.81388889,USFS,CA,17.0,6017.0,El Dorado County
11959,b'\x00\x01\xad\x10\x00\x00\xa8Q\xd8\xdd\xad\x17^\xc0(\xbb\xdd[\xa9kC@\xa8Q\xd8\xdd\xad\x17^\xc0(\xbb\xdd[\xa9kC@|\x01\x00\x00\x00\xa8Q\xd8\xdd\xad\x17^\xc0(\xbb\xdd[\xa9kC@\xfe',12013,FS-1440034,FED,FS-FIRESTAT,FS,USCAENF,503,9,001,CP4W,CRYSTAL,,,,,,2006,6/12/2006,163,840.0,Human,Equipment and vehicle use,,6/12/2006,163.0,938.0,0.1,A,38.84111111,-120.37,USFS,CA,17.0,6017.0,El Dorado County
11962,b'\x00\x01\xad\x10\x00\x00\xe4H\xd4\xfc2\x07^\xc0\xd0l\xcec\xc2UC@\xe4H\xd4\xfc2\x07^\xc0\xd0l\xcec\xc2UC@|\x01\x00\x00\x00\xe4H\xd4\xfc2\x07^\xc0\xd0l\xcec\xc2UC@\xfe',12016,FS-1440038,FED,FS-FIRESTAT,FS,USCAENF,503,11,4,B6UN,SILVER,,,,,,2006,6/24/2006,175,1800.0,Natural,Natural,,6/24/2006,175.0,2100.0,0.1,A,38.67,-120.1125,USFS,CA,5.0,6005.0,Amador County
11968,b'\x00\x01\xad\x10\x00\x00\x0cc5\n\xa7\r^\xc0\xb0\xbc\x86{\r\x84C@\x0cc5\n\xa7\r^\xc0\xb0\xbc\x86{\r\x84C@|\x01\x00\x00\x00\x0cc5\n\xa7\r^\xc0\xb0\xbc\x86{\r\x84C@\xfe',12022,FS-1440050,FED,FS-FIRESTAT,FS,USCAENF,503,12,002,B6UN,SOURDOUGH,,,,,,2006,6/25/2006,176,1125.0,Natural,Natural,,6/25/2006,176.0,1727.0,0.1,A,39.03166667,-120.21333333,USFS,CA,17.0,6017.0,El Dorado County
11973,b'\x00\x01\xad\x10\x00\x00\x84\xa9\x83u\x89\x07^\xc0\xd8\xb7\xae\x93XBC@\x84\xa9\x83u\x89\x07^\xc0\xd8\xb7\xae\x93XBC@|\x01\x00\x00\x00\x84\xa9\x83u\x89\x07^\xc0\xd8\xb7\xae\x93XBC@\xfe',12027,FS-1440059,FED,FS-FIRESTAT,FS,USCAENF,503,13,5,B6UN,MOKE,,,,,,2006,6/27/2006,178,1130.0,Natural,Natural,,6/27/2006,178.0,1900.0,0.1,A,38.51833333,-120.11777778,USFS,CA,5.0,6005.0,Amador County
12834,b'\x00\x01\xad\x10\x00\x00\x107XL-\x0c^\xc0\x18\xd0\xafs\xf4iC@\x107XL-\x0c^\xc0\x18\xd0\xafs\xf4iC@|\x01\x00\x00\x00\x107XL-\x0c^\xc0\x18\xd0\xafs\xf4iC@\xfe',12890,FS-1441201,FED,FS-FIRESTAT,FS,USCAENF,503,14,3,B6UN,FORNI,,,,,,2006,6/28/2006,179,810.0,Natural,Natural,,6/28/2006,179.0,1500.0,0.1,A,38.82777778,-120.19027778,USFS,CA,17.0,6017.0,El Dorado County
12838,b'\x00\x01\xad\x10\x00\x00\xb8\xf6\x0ff60^\xc0\x00+\x10u\xd3vC@\xb8\xf6\x0ff60^\xc0\x00+\x10u\xd3vC@|\x01\x00\x00\x00\xb8\xf6\x0ff60^\xc0\x00+\x10u\xd3vC@\xfe',12894,FS-1441207,FED,FS-FIRESTAT,FS,USCAENF,503,16,4,CU57,WENTWOTH,,,,,,2006,7/4/2006,185,150.0,Human,Arson/incendiarism,,7/4/2006,185.0,1343.0,0.8,B,38.92833333,-120.75333333,USFS,CA,17.0,6017.0,El Dorado County
12843,"b'\x00\x01\xad\x10\x00\x00,k\x9f\xe4\xe7\x18^\xc0\x98\xd0;\xba\xf6wC@,k\x9f\xe4\xe7\x18^\xc0\x98\xd0;\xba\xf6wC@|\x01\x00\x00\x00,k\x9f\xe4\xe7\x18^\xc0\x98\xd0;\xba\xf6wC@\xfe'",12899,FS-1441213,FED,FS-FIRESTAT,FS,USCAENF,503,17,4,CU9F,HEARTLESS,,,,,,2006,7/3/2006,184,1720.0,Human,Recreation and ceremony,,7/3/2006,184.0,1825.0,0.1,A,38.93722222,-120.38916667,USFS,CA,17.0,6017.0,El Dorado County
12850,b'\x00\x01\xad\x10\x00\x00\xcc\x86\xd3\xb4Q ^\xc0H\x15\xd0A\xa0cC@\xcc\x86\xd3\xb4Q ^\xc0H\x15\xd0A\xa0cC@|\x01\x00\x00\x00\xcc\x86\xd3\xb4Q ^\xc0H\x15\xd0A\xa0cC@\xfe',12906,FS-1441224,FED,FS-FIRESTAT,FS,USCAENF,503,18,5,CV8N,MEADOW,,,,,,2006,7/6/2006,187,648.0,Human,Debris and open burning,,7/6/2006,187.0,914.0,0.1,A,38.77833333,-120.505,USFS,CA,17.0,6017.0,El Dorado County
12852,b'\x00\x01\xad\x10\x00\x00\x10k\x96p\r ^\xc0\x10\xb5s\x88\xa2YC@\x10k\x96p\r ^\xc0\x10\xb5s\x88\xa2YC@|\x01\x00\x00\x00\x10k\x96p\r ^\xc0\x10\xb5s\x88\xa2YC@\xfe',12908,FS-1441227,FED,FS-FIRESTAT,FS,USCAENF,503,21,6,CY1P,BONETTI 2,,,,,,2006,7/15/2006,196,1400.0,Human,Recreation and ceremony,,7/15/2006,196.0,1435.0,0.1,A,38.70027778,-120.50083333,USFS,CA,17.0,6017.0,El Dorado County
12854,b'\x00\x01\xad\x10\x00\x00\xac\xca\xc5\xe5\xc6\x19^\xc0X\xc0g\x05uqC@\xac\xca\xc5\xe5\xc6\x19^\xc0X\xc0g\x05uqC@|\x01\x00\x00\x00\xac\xca\xc5\xe5\xc6\x19^\xc0X\xc0g\x05uqC@\xfe',12910,FS-1441229,FED,FS-FIRESTAT,FS,USCAENF,503,20,6,CW9A,WOLF,,,,,,2006,7/9/2006,190,1200.0,Human,Recreation and ceremony,,7/9/2006,190.0,1300.0,0.1,A,38.88638889,-120.40277778,USFS,CA,17.0,6017.0,El Dorado County
12856,b'\x00\x01\xad\x10\x00\x00 @>\x02\x8e\x1b^\xc0\xb8\xcb\x93\xe5\x10iC@ @>\x02\x8e\x1b^\xc0\xb8\xcb\x93\xe5\x10iC@|\x01\x00\x00\x00 @>\x02\x8e\x1b^\xc0\xb8\xcb\x93\xe5\x10iC@\xfe',12912,FS-1441231,FED,FS-FIRESTAT,FS,USCAENF,503,22,7,B6UN,BIG,,,,,,2006,7/21/2006,202,1619.0,Natural,Natural,,7/21/2006,202.0,1737.0,0.3,B,38.82083333,-120.43055556,STATE OR PRIVATE,CA,17.0,6017.0,El Dorado County
12859,b'\x00\x01\xad\x10\x00\x00\x98\x0c$\xae\x17\x0f^\xc0`A\xb6s\xf4iC@\x98\x0c$\xae\x17\x0f^\xc0`A\xb6s\xf4iC@|\x01\x00\x00\x00\x98\x0c$\xae\x17\x0f^\xc0`A\xb6s\xf4iC@\xfe',12915,FS-1441234,FED,FS-FIRESTAT,FS,USCAENF,503,23,8,B6UN,SILVER,,,,,,2006,7/21/2006,202,1955.0,Natural,Natural,,7/22/2006,203.0,1647.0,0.1,A,38.82777778,-120.23583333,USFS,CA,17.0,6017.0,El Dorado County
13244,b'\x00\x01\xad\x10\x00\x00h\xb2\x90\xca\xde\x10^\xc0\xe8X\x81\x9bqlC@h\xb2\x90\xca\xde\x10^\xc0\xe8X\x81\x9bqlC@|\x01\x00\x00\x00h\xb2\x90\xca\xde\x10^\xc0\xe8X\x81\x9bqlC@\xfe',13303,FS-1441791,FED,FS-FIRESTAT,FS,USCAENF,503,24,9,B6UN,TOP,,,,,,2006,7/21/2006,202,1942.0,Natural,Natural,,7/22/2006,203.0,1430.0,0.1,A,38.84722222,-120.26361111,USFS,CA,17.0,6017.0,El Dorado County
13246,b'\x00\x01\xad\x10\x00\x00\x94\xf23\x8b\x16\xfc]\xc0\xd0\xefL\xecJNC@\x94\xf23\x8b\x16\xfc]\xc0\xd0\xefL\xecJNC@|\x01\x00\x00\x00\x94\xf23\x8b\x16\xfc]\xc0\xd0\xefL\xecJNC@\xfe',13305,FS-1441793,FED,FS-FIRESTAT,FS,USCAENF,503,25,8,B6UN,TWIN,,,,,,2006,7/22/2006,203,900.0,Natural,Natural,,7/22/2006,203.0,1600.0,0.1,A,38.61166667,-119.93888889,USFS,CA,3.0,6003.0,Alpine County
13249,b'\x00\x01\xad\x10\x00\x00\x00\xa1\xffb\x99\x11^\xc0H(\xdf\x01\xd8rC@\x00\xa1\xffb\x99\x11^\xc0H(\xdf\x01\xd8rC@|\x01\x00\x00\x00\x00\xa1\xffb\x99\x11^\xc0H(\xdf\x01\xd8rC@\xfe',13308,FS-1441796,FED,FS-FIRESTAT,FS,USCAENF,503,27,10,B6UN,SLICK,,,,,,2006,7/22/2006,203,632.0,Natural,Natural,,7/22/2006,203.0,1850.0,0.1,A,38.89722222,-120.275,USFS,CA,17.0,6017.0,El Dorado County
13252,"b""\x00\x01\xad\x10\x00\x00\x04\xfa\x04\x83\xfd\t^\xc0\x80\xff'\x98\xd4]C@\x04\xfa\x04\x83\xfd\t^\xc0\x80\xff'\x98\xd4]C@|\x01\x00\x00\x00\x04\xfa\x04\x83\xfd\t^\xc0\x80\xff'\x98\xd4]C@\xfe""",13311,FS-1441800,FED,FS-FIRESTAT,FS,USCAENF,503,28,08,B6UN,NEGRO FIRE,,,,,,2006,7/22/2006,203,800.0,Natural,Natural,,7/22/2006,203.0,1630.0,0.1,A,38.73305556,-120.15611111,USFS,CA,17.0,6017.0,El Dorado County
13254,b'\x00\x01\xad\x10\x00\x00\x94%`\x92/:^\xc0XbH\x02\xd8rC@\x94%`\x92/:^\xc0XbH\x02\xd8rC@|\x01\x00\x00\x00\x94%`\x92/:^\xc0XbH\x02\xd8rC@\xfe',13313,FS-1441802,FED,FS-FIRESTAT,FS,USCAENF,503,31,8,0000,OMO,,,,,,2006,6/29/2006,180,1900.0,Human,Equipment and vehicle use,,6/29/2006,180.0,2330.0,1.0,B,38.89722222,-120.90916667,MISSING/NOT SPECIFIED,CA,17.0,6017.0,El Dorado County
13257,b'\x00\x01\xad\x10\x00\x00|FVo.\x1f^\xc0P\x16U\x91\x9axC@|FVo.\x1f^\xc0P\x16U\x91\x9axC@|\x01\x00\x00\x00|FVo.\x1f^\xc0P\x16U\x91\x9axC@\xfe',13316,FS-1441805,FED,FS-FIRESTAT,FS,USCAENF,503,32,5,C1DA,BALDERSTON,,,,,,2006,7/25/2006,206,855.0,Human,Missing data/not specified/undetermined,,7/25/2006,206.0,945.0,0.1,A,38.94222222,-120.48722222,USFS,CA,17.0,6017.0,El Dorado County
13260,"b'\x00\x01\xad\x10\x00\x00`KanO""^\xc0\xe87\xb0\x15\xa7EC@`KanO""^\xc0\xe87\xb0\x15\xa7EC@|\x01\x00\x00\x00`KanO""^\xc0\xe87\xb0\x15\xa7EC@\xfe'",13319,FS-1441809,FED,FS-FIRESTAT,FS,USCAENF,503,34,9,C1FM,SCOTT,,,,,,2006,7/25/2006,206,1315.0,Human,Equipment and vehicle use,,7/25/2006,206.0,1400.0,0.1,A,38.54416667,-120.53611111,MISSING/NOT SPECIFIED,CA,17.0,6017.0,El Dorado County
13270,"b'\x00\x01\xad\x10\x00\x00(""(V\x040^\xc0\xa8DHf\x80wC@(""(V\x040^\xc0\xa8DHf\x80wC@|\x01\x00\x00\x00(""(V\x040^\xc0\xa8DHf\x80wC@\xfe'",13329,FS-1441821,FED,FS-FIRESTAT,FS,USCAENF,503,35,7,C1FN,WENTWORTH 2,,,,,,2006,7/22/2006,203,1806.0,Human,Other causes,,7/22/2006,203.0,2317.0,0.1,A,38.93361111,-120.75027778,STATE OR PRIVATE,CA,17.0,6017.0,El Dorado County
13273,b'\x00\x01\xad\x10\x00\x00\xecA\xc4\xaaz\x10^\xc0\xd8\xdc\xaa\xee\x08`C@\xecA\xc4\xaaz\x10^\xc0\xd8\xdc\xaa\xee\x08`C@|\x01\x00\x00\x00\xecA\xc4\xaaz\x10^\xc0\xd8\xdc\xaa\xee\x08`C@\xfe',13332,FS-1441825,FED,FS-FIRESTAT,FS,USCAENF,503,36,10,C1LV,CHINA,,,,,,2006,7/26/2006,207,1330.0,Human,Smoking,,7/26/2006,207.0,1340.0,0.1,A,38.75027778,-120.2575,USFS,CA,17.0,6017.0,El Dorado County
13274,b'\x00\x01\xad\x10\x00\x00\x88\xba\x97z\xe4+^\xc0\xb8\x8cxxpuC@\x88\xba\x97z\xe4+^\xc0\xb8\x8cxxpuC@|\x01\x00\x00\x00\x88\xba\x97z\xe4+^\xc0\xb8\x8cxxpuC@\xfe',13333,FS-1441826,FED,FS-FIRESTAT,FS,USCAENF,503,37,08,C12H,BALD,,,,,,2006,7/29/2006,210,1449.0,Human,Missing data/not specified/undetermined,,7/29/2006,210.0,1748.0,0.5,B,38.9175,-120.68583333,STATE OR PRIVATE,CA,17.0,6017.0,El Dorado County
13280,b'\x00\x01\xad\x10\x00\x00\xe8\x8ap\x98\x8a\x16^\xc0\x88\xe8\xbd\xef\xe7lC@\xe8\x8ap\x98\x8a\x16^\xc0\x88\xe8\xbd\xef\xe7lC@|\x01\x00\x00\x00\xe8\x8ap\x98\x8a\x16^\xc0\x88\xe8\xbd\xef\xe7lC@\xfe',13339,FS-1441835,FED,FS-FIRESTAT,FS,USCAENF,503,38,11,C19A,PICKETT,,,,,,2006,7/30/2006,211,1810.0,Human,Recreation and ceremony,,7/30/2006,211.0,2002.0,0.1,A,38.85083333,-120.35222222,USFS,CA,17.0,6017.0,El Dorado County
13282,b'\x00\x01\xad\x10\x00\x00\x1cy\xf93\xe2-^\xc0p\x8c\xfe\x19#\x81C@\x1cy\xf93\xe2-^\xc0p\x8c\xfe\x19#\x81C@|\x01\x00\x00\x00\x1cy\xf93\xe2-^\xc0p\x8c\xfe\x19#\x81C@\xfe',13341,FS-1441838,FED,FS-FIRESTAT,FS,USCAENF,503,40,9,C24M,OXBOW,,,,,,2006,8/8/2006,220,800.0,Human,Recreation and ceremony,,8/8/2006,220.0,1244.0,0.5,B,39.00888889,-120.71694444,USFS,CA,61.0,6061.0,Placer County
13284,"b'\x00\x01\xad\x10\x00\x00,""\xbf\xbb\x8b\x15^\xc0@\xe3^\r\x8ekC@,""\xbf\xbb\x8b\x15^\xc0@\xe3^\r\x8ekC@|\x01\x00\x00\x00,""\xbf\xbb\x8b\x15^\xc0@\xe3^\r\x8ekC@\xfe'",13343,FS-1441840,FED,FS-FIRESTAT,FS,USCAENF,503,42,12,C3TM,MOUNTAIN CAMP,,,,,,2006,8/12/2006,224,1420.0,Human,Recreation and ceremony,,8/12/2006,224.0,1550.0,0.1,A,38.84027778,-120.33666667,USFS,CA,17.0,6017.0,El Dorado County
